run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.rouge_l,metrics.bertscore,metrics.fk_grade,metrics.sari,params.data_size,params.seed,params.use_rslora,params.epochs,params.model,params.modules,params.rank,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.git.branch,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.mlflow.source.git.repoURL
0f40c9ecdbba4cfb87a19d8c5a9b1fec,1,FINISHED,mlflow-artifacts:/1/0f40c9ecdbba4cfb87a19d8c5a9b1fec/artifacts,2026-07-01 12:40:57.263000+00:00,2026-07-01 12:40:58.206000+00:00,0.665132237703334,0.946456253528595,6.198401598401599,73.86521659453278,7999,2,True,3,openbio,all_attn,32,send_to_mlflow.py,admin,main,openbio-seed2,LOCAL,85e0be6b7537388715020a1ed8b38fa2e6fe266c,https://github.com/deepset01-sys/medisimplifier-nebius.git
3a5726a80b88484bbac073d4e1323504,1,FINISHED,mlflow-artifacts:/1/3a5726a80b88484bbac073d4e1323504/artifacts,2026-07-01 12:40:55.660000+00:00,2026-07-01 12:40:56.600000+00:00,0.6004371747389514,0.9372423887252808,6.129270729270729,71.96641726272665,7999,42,True,3,biomistral,all_attn,32,send_to_mlflow.py,admin,main,biomistral-seed42,LOCAL,85e0be6b7537388715020a1ed8b38fa2e6fe266c,https://github.com/deepset01-sys/medisimplifier-nebius.git
3c24f37430c84779b82cf98a1b4b6391,1,FINISHED,mlflow-artifacts:/1/3c24f37430c84779b82cf98a1b4b6391/artifacts,2026-07-01 12:40:54.080000+00:00,2026-07-01 12:40:55.018000+00:00,0.6252817197442753,0.9417641162872314,6.13996003996004,72.7494461939556,7999,42,True,3,mistral,all_attn,32,send_to_mlflow.py,admin,main,mistral-seed42,LOCAL,85e0be6b7537388715020a1ed8b38fa2e6fe266c,https://github.com/deepset01-sys/medisimplifier-nebius.git
75ec58c3893e44ecb134f0e0fa861da7,1,FINISHED,mlflow-artifacts:/1/75ec58c3893e44ecb134f0e0fa861da7/artifacts,2026-07-01 12:40:52.284000+00:00,2026-07-01 12:40:53.388000+00:00,0.6638301722763579,0.9460212588310242,7.3302481756194995,73.4934059705376,7999,42,True,3,openbio,all_attn,32,send_to_mlflow.py,admin,main,openbio-seed42,LOCAL,85e0be6b7537388715020a1ed8b38fa2e6fe266c,https://github.com/deepset01-sys/medisimplifier-nebius.git
